run_id,missing_rate,prompt_style,trial,model,cleaning_action_sales_gbp,total_features_created,has_lag_52,top_feature_ranked,downstream_rmse,proposed_features_list,top_3_features_list,status
144,0.1,concise,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1832.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
145,0.1,concise,5,openai/gpt-4o-mini,drop_rows,15.0,False,lag_1,801.92,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_12', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
146,0.1,concise,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1870.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
147,0.1,concise,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1738.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
148,0.1,concise,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1730.79,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
149,0.1,concise,9,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1519.64,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
150,0.1,concise,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1637.92,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
151,0.1,reordered,1,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,829.02,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
152,0.1,reordered,2,openai/gpt-4o-mini,drop_rows,14.0,False,rolling_4_mean,828.75,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
153,0.1,reordered,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1870.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
154,0.1,reordered,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1832.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
155,0.1,reordered,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1626.87,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
156,0.1,reordered,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1870.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
157,0.1,reordered,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1738.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
158,0.1,reordered,8,openai/gpt-4o-mini,drop_rows,15.0,False,lag_1,766.66,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_12', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
159,0.1,reordered,9,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,761.36,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'category_Electronics']",success
160,0.1,reordered,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1637.92,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
161,0.13,baseline,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1690.19,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'rolling_13_mean', 'lag_1']",success
162,0.13,baseline,2,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1784.53,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
163,0.13,baseline,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1501.18,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
164,0.13,baseline,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1647.94,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
165,0.13,baseline,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,2113.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
166,0.13,baseline,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2032.61,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
167,0.13,baseline,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1924.16,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
168,0.13,baseline,8,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1813.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
169,0.13,baseline,9,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1604.15,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
170,0.13,baseline,10,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,832.04,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'category_Electronics']",success
171,0.13,verbose,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1690.19,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'rolling_13_mean', 'lag_1']",success
172,0.13,verbose,2,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1784.53,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
173,0.13,verbose,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1501.18,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
174,0.13,verbose,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1647.94,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
175,0.13,verbose,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,2113.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
176,0.13,verbose,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2032.61,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
177,0.13,verbose,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1924.16,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
178,0.13,verbose,8,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1813.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
179,0.13,verbose,9,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1604.15,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
180,0.13,verbose,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,2002.45,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_13_mean']",success
181,0.13,concise,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1690.19,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'rolling_13_mean', 'lag_1']",success
182,0.13,concise,2,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1784.53,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
183,0.13,concise,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1501.18,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
184,0.13,concise,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1647.94,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
185,0.13,concise,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,2113.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
186,0.13,concise,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2032.61,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
187,0.13,concise,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1924.16,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
188,0.13,concise,8,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1813.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
189,0.13,concise,9,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1604.15,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
190,0.13,concise,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,2002.45,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_13_mean']",success
191,0.13,reordered,1,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,816.66,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
192,0.13,reordered,2,openai/gpt-4o-mini,drop_rows,15.0,False,lag_1,834.19,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_12', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'week_of_year']",success
193,0.13,reordered,3,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,803.62,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'category_Electronics']",success
194,0.13,reordered,4,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,756.16,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
195,0.13,reordered,5,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,821.04,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
196,0.13,reordered,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2032.61,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
197,0.13,reordered,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1924.16,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
198,0.13,reordered,8,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1813.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
199,0.13,reordered,9,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1604.15,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
200,0.13,reordered,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,2002.45,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_13_mean']",success
201,0.16,baseline,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1626.73,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'rolling_13_mean', 'lag_4']",success
202,0.16,baseline,2,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2060.31,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
203,0.16,baseline,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1635.05,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
204,0.16,baseline,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_13_mean,1572.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_13_mean', 'lag_1', 'rolling_4_mean']",success
205,0.16,baseline,5,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2051.29,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
206,0.16,baseline,6,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1832.68,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_13_mean']",success
207,0.16,baseline,7,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2019.81,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
208,0.16,baseline,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1667.81,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
209,0.16,baseline,9,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1836.14,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
210,0.16,baseline,10,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1692.92,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
211,0.16,verbose,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1626.73,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'rolling_13_mean', 'lag_4']",success
212,0.16,verbose,2,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,2060.31,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
213,0.16,verbose,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1635.05,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
214,0.16,verbose,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_13_mean,1572.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_13_mean', 'lag_1', 'rolling_4_mean']",success
