run_id,missing_rate,prompt_style,trial,model,cleaning_action_sales_gbp,total_features_created,has_lag_52,top_feature_ranked,downstream_rmse,proposed_features_list,top_3_features_list,status
126,0.1,baseline,6,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,783.33,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
127,0.1,baseline,7,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,794.53,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
128,0.1,baseline,8,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,756.27,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
129,0.1,baseline,9,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,764.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
130,0.1,baseline,10,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,811.35,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
131,0.1,verbose,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_4_std,1745.6,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_4_std', 'lag_1', 'rolling_4_mean']",success
132,0.1,verbose,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1853.87,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'lag_4']",success
133,0.1,verbose,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1926.42,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
134,0.1,verbose,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_4_std,1586.68,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_4_std', 'rolling_4_mean', 'lag_1']",success
135,0.1,verbose,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1703.97,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
136,0.1,verbose,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2120.29,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
137,0.1,verbose,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2002.42,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
138,0.1,verbose,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1683.61,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
139,0.1,verbose,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1572.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
140,0.1,verbose,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1684.28,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
141,0.1,concise,1,anthropic/claude-3.5-sonnet,drop_rows,19,True,rolling_4_mean,1883.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_4_mean', 'lag_1', 'rolling_4_std']",success
142,0.1,concise,2,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,830.36,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
143,0.1,concise,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1790.28,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
144,0.1,concise,4,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,792.42,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
145,0.1,concise,5,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1764.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
146,0.1,concise,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2122.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
147,0.1,concise,7,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,794.53,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
148,0.1,concise,8,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,756.27,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
149,0.1,concise,9,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,764.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
150,0.1,concise,10,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,811.35,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
151,0.1,reordered,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_4_std,1723.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_4_std', 'lag_1', 'rolling_4_mean']",success
152,0.1,reordered,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1835.19,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
153,0.1,reordered,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1790.28,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
154,0.1,reordered,4,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,711.3,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_26', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
155,0.1,reordered,5,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1764.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
156,0.1,reordered,6,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,739.75,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_26', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
157,0.1,reordered,7,anthropic/claude-3.5-sonnet,drop_rows,17,False,lag_1,800.6,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
158,0.1,reordered,8,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,716.85,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_26', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
159,0.1,reordered,9,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1575.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
160,0.1,reordered,10,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,774.97,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_26', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
161,0.13,baseline,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1791.19,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'lag_1', 'rolling_4_std']",success
162,0.13,baseline,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1767.74,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
163,0.13,baseline,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1634.32,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
164,0.13,baseline,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1493.3,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
165,0.13,baseline,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2148.86,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'lag_4']",success
166,0.13,baseline,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1928.11,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
167,0.13,baseline,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2086.56,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
168,0.13,baseline,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_4_mean,1891.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['rolling_4_mean', 'rolling_4_std', 'lag_1']",success
169,0.13,baseline,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1743.91,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
170,0.13,baseline,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1767.42,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
171,0.13,verbose,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_4_std,1758.79,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_4_std', 'rolling_13_mean', 'rolling_4_mean']",success
172,0.13,verbose,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1739.17,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
173,0.13,verbose,3,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1534.95,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
174,0.13,verbose,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1499.02,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
175,0.13,verbose,5,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,2056.83,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
176,0.13,verbose,6,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1905.93,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_mean', 'lag_52']",success
177,0.13,verbose,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2121.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
178,0.13,verbose,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1881.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
179,0.13,verbose,9,anthropic/claude-3.5-sonnet,drop_rows,19,True,lag_1,1784.27,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
180,0.13,verbose,10,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1671.39,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
181,0.13,concise,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_4_std,1817.74,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_4_std', 'rolling_4_mean', 'rolling_13_mean']",success
182,0.13,concise,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1767.74,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
183,0.13,concise,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1606.93,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
184,0.13,concise,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1499.02,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
185,0.13,concise,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2065.52,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
186,0.13,concise,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1967.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
187,0.13,concise,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2134.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
188,0.13,concise,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1881.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
